Station Name,City,State,Latitude,Longitude,Operator,Usage Type,Connector Type,Power (kW)
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222066858,76.85385688839403,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Moolamattom KSEB EVCS - ChargeMOD,Moolamattom,Kerala,9.789170222066858,76.85385688839403,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.68430398680107,76.89548263873428,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.68430398680107,76.89548263873428,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EQ Vagamon EV Port - ChargeMOD,Vagamon,Kerala,9.68430398680107,76.89548263873428,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Palm Peats (EVOK) - ChargeMOD,Erattupetta,Kerala,9.690678968394721,76.7745897285775,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Flour Mill (EVOK) - ChargeMOD,Pala,Kerala,9.711918348051455,76.6932444958519,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Jim and Jims EVCS - ChargeMOD,Pala,Kerala,9.691623797834922,76.64031694680193,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Jim and Jims EVCS - ChargeMOD,Pala,Kerala,9.691623797834922,76.64031694680193,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Alpha Hangout Play World,Ettumanoor,Kerala,9.661163852215779,76.55132832762774,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209424426,76.52440170126067,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209424426,76.52440170126067,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,
Gandhi Nagar KSEB EVCS - ChargeMOD,Arpookara,Kerala,9.632684209424426,76.52440170126067,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Indraprastha Hotel (EVOK) - ChargeMOD,Kottayam,Kerala,9.601836959255365,76.5321590128982,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Charge n Fresh EVCS - ChargeMOD,Kottayam,Kerala,9.586257488209199,76.58841522125499,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Charge n Fresh EVCS - ChargeMOD,Kottayam,Kerala,9.586257488209199,76.58841522125499,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064906573704,76.51423132822606,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064906573704,76.51423132822606,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064906573704,76.51423132822606,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Pallam KSEB EVCS - ChargeMOD,Pallom,Kerala,9.543064906573704,76.51423132822606,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Amma Restaurant,Alappuzha,Kerala,9.519932044528943,76.32752164445753,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Thankamanys EV Fast Charging Station - ChargeMOD,Alappuzha,Kerala,9.505147465480917,76.32832598188742,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.42561690304693,76.34677264043893,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.42561690304693,76.34677264043893,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,30.0
Punnapra KSEB EVCS - ChargeMOD,Punnapra,Kerala,9.42561690304693,76.34677264043893,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Pathalil EVCS - Charge MOD,Nedumkunnam,Kerala,9.506164435852696,76.65233361498815,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
JJ E Fills - ChargeMOD,Changanassery,Kerala,9.45225032580369,76.54723889833599,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
JJ E Fills - ChargeMOD,Changanassery,Kerala,9.45225032580369,76.54723889833599,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Wealfro EV Hub,Thiruvalla,Kerala,9.42107626726309,76.54613416788874,ChargeMod (IN),Public - Membership Required,CCS (Type 2),40.0
Anand Hypermarket - ChargeMOD,Thiruvalla,Kerala,9.373321982204288,76.56481064983558,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0
Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.367525880261468,76.49951805750726,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.367525880261468,76.49951805750726,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Iongrid EV Spark - ChargeMOD,Edathwa,Kerala,9.367525880261468,76.49951805750726,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
V Charge Hub - ChargeMOD,Karuvatta,Kerala,9.31425028332201,76.42910773148486,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
V Charge Hub - ChargeMOD,Karuvatta,Kerala,9.31425028332201,76.42910773148486,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,7.4
V Charge Hub - ChargeMOD,Karuvatta,Kerala,9.31425028332201,76.42910773148486,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750048885036,76.40122120264317,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750048885036,76.40122120264317,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750048885036,76.40122120264317,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Quick Charge EVCS - ChargeMOD,Karuvatta,Kerala,9.315750048885036,76.40122120264317,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Phills Hub EVCS - ChargeMOD,Pathanamthitta,Kerala,9.316652369390567,76.80090226904508,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378118693468,77.069968563425,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378118693468,77.069968563425,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378118693468,77.069968563425,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Pamba KSEB EVCS - ChargeMOD,Pamba,Kerala,9.412378118693468,77.069968563425,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
EVOK Pathanamthitta - ChargeMOD,Pathanamthitta,Kerala,9.306222052286827,76.80366578189017,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Green Plug EVCS - ChargeMOD,Chengannur,Kerala,9.271844657077722,76.65508788685014,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
PTC Arcade - ChargeMOD,Chengannur,Kerala,9.301293402436599,76.63077878361094,ChargeMod (IN),Public - Membership Required,CCS (Type 2),90.0
PTC Arcade - ChargeMOD,Chengannur,Kerala,9.301293402436599,76.63077878361094,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Muzhangodayil EVCS - ChargeMOD,Harippad,,9.251673852976054,76.48723263635628,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Askar EV - ChargeMOD,Mavelikkara,Kerala,9.23250558016045,76.53790278235039,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0
Anaswara Jewellers EVCS - ChargeMOD,Konni,Kerala,9.229128424494249,76.84839128111668,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EQ Power Buzz EVCS - ChargeMOD,Paranthal,Kerala,9.187183740570958,76.70929549578068,ChargeMod (IN),Public - Membership Required,CCS (Type 2),25.0
EQ Power Buzz EVCS - ChargeMOD,Paranthal,Kerala,9.187183740570958,76.70929549578068,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Adhithya Green Power - ChargeMOD,Paranthal,Kerala,9.180307946017876,76.70896676308257,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
SR Auto Zone - ChargeMOD,Adoor,Kerala,9.162499405108221,76.71051677559518,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Artemis EV Super Charger - ChargeMOD,Mavelikkara,Kerala,9.198881109408163,76.60017650492466,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Artemis EV Super Charger - ChargeMOD,Mavelikkara,Kerala,9.198881109408163,76.60017650492466,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Royale Regency (EVOK) - ChargeMOD,Ochira,Kerala,9.130625595290141,76.51429714499989,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Delight Launch Cafe - ChargeMOD,Kottarakkara,Kerala,9.059350297189397,76.76600396907929,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Delight Launch Cafe - ChargeMOD,Kottarakkara,Kerala,9.059350297189397,76.76600396907929,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Ente Veedu Interior (EVOK) - ChargeMOD,Kottarakkara,Kerala,9.030351870410755,76.78219777246784,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Thenmala EVOK - ChargeMOD,Thenmala,Kerala,8.966824195605966,77.05562962995492,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Plug N Pay EVCS - ChargeMOD,Odanavattom,Kerala,8.935045209787887,76.77241547653307,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.95718585834993,76.67133653462605,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.95718585834993,76.67133653462605,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.95718585834993,76.67133653462605,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Kundara KSEB - ChargeMOD,Kundara,Kerala,8.95718585834993,76.67133653462605,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Sree Suprabhatham - ChargeMOD,Kollam,Kerala,8.926969524448452,76.55280314933964,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Bishop Jerome Nagar (EVOK) EVCS - ChargeMOD,Chinnakkada,Kerala,8.887577413782594,76.58843660568147,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Bishop Jerome Nagar (EVOK) EVCS - ChargeMOD,Chinnakkada,Kerala,8.887577413782594,76.58843660568147,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
VOX Xpress Wash (EVOK) - ChargeMOD,Kollam,Kerala,8.87386801577226,76.64100893106445,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
EVOK Charging Stattion - ChargeMOD,Parippalli,Kerala,8.819673867794634,76.75363730582768,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Plug N Pay EVCS,Kottarakkara,Kerala,8.935694034983442,76.85104921051595,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Plug N Pay EVCS,Kottarakkara,Kerala,8.935694034983442,76.85104921051595,ChargeMod (IN),Public - Membership Required,CEE 3 Pin,3.3
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095144688,76.66887781466477,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095144688,76.66887781466477,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095144688,76.66887781466477,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Kottiyam KSEB EVCS - ChargeMOD,Kottiyam,Kerala,8.866370095144688,76.66887781466477,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987763706332,76.8483977852415,ChargeMod (IN),Public - Membership Required,CCS (Type 2),30.0
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987763706332,76.8483977852415,ChargeMod (IN),Public - Membership Required,CHAdeMO,30.0
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987763706332,76.8483977852415,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Avananchery KSEB EVCS - ChargeMOD,Attingal,Kerala,8.690987763706332,76.8483977852415,ChargeMod (IN),Public - Membership Required,GB-T DC - GB/T 20234.3,15.0
Paruthippara KSEB EVCS - ChargeMOD,Paruthippara,Kerala,8.534933840840353,76.94198425748345,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Paruthippara KSEB EVCS - ChargeMOD,Paruthippara,Kerala,8.534933840840353,76.94198425748345,ChargeMod (IN),Public - Membership Required,CHAdeMO,60.0
Paruthippara KSEB EVCS - ChargeMOD,Paruthippara,Kerala,8.534933840840353,76.94198425748345,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,3.3
Pattom KSEB EVCS - ChargeMOD,Pattom,Kerala,8.516753527229795,76.93968817666752,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
Pattom KSEB EVCS - ChargeMOD,Pattom,Kerala,8.516753527229795,76.93968817666752,ChargeMod (IN),Public - Membership Required,CHAdeMO,15.0
Pattom KSEB EVCS - ChargeMOD,Pattom,Kerala,8.516753527229795,76.93968817666752,ChargeMod (IN),Public - Membership Required,Type 2 (Tethered Connector) ,3.3
ANERT EESL - Pinarayi Park,Kannur,Kerala,11.795232100785313,75.49021889997948,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Pinarayi Park,Kannur,Kerala,11.795232100785313,75.49021889997948,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Pinarayi Park,Kannur,Kerala,11.795232100785313,75.49021889997948,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Aahar Restaurant Vadakara,Vadakara,Kerala,11.586364891391128,75.59322033744107,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Aahar Restaurant Vadakara,Vadakara,Kerala,11.586364891391128,75.59322033744107,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Aahar Restaurant Vadakara,Vadakara,Kerala,11.586364891391128,75.59322033744107,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Moosakkutti Memorial Bus Stand,Perinthalmanna,Kerala,10.97506930502017,76.22228328115466,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Moosakkutti Memorial Bus Stand,Perinthalmanna,Kerala,10.97506930502017,76.22228328115466,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Moosakkutti Memorial Bus Stand,Perinthalmanna,Kerala,10.97506930502017,76.22228328115466,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Kanjirappuzha Garden,Mannarkkad,Keral,10.989259255628724,76.5370121393978,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Kanjirappuzha Garden,Mannarkkad,Keral,10.989259255628724,76.5370121393978,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Kanjirappuzha Garden,Mannarkkad,Keral,10.989259255628724,76.5370121393978,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - KTDC Aahar Restaurant ,Kayamkulam,Lerala,9.149021955063077,76.5129182302341,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - KTDC Aahar Restaurant ,Kayamkulam,Lerala,9.149021955063077,76.5129182302341,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - KTDC Aahar Restaurant ,Kayamkulam,Lerala,9.149021955063077,76.5129182302341,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Kulappulli Bus Stand,Shornur,Kerala,10.781016444981958,76.27832766263367,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Kulappulli Bus Stand,Shornur,Kerala,10.781016444981958,76.27832766263367,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Kulappulli Bus Stand,Shornur,Kerala,10.781016444981958,76.27832766263367,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - KILA Thrissur,Thrissur,Kerala,10.601581892750232,76.21488230874667,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - KILA Thrissur,Thrissur,Kerala,10.601581892750232,76.21488230874667,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - KILA Thrissur,Thrissur,Kerala,10.601581892750232,76.21488230874667,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Chittur Thathamangalam Minicipality,Palakkad,Kerala,10.692951545459948,76.7262620829282,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Chittur Thathamangalam Minicipality,Palakkad,Kerala,10.692951545459948,76.7262620829282,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Chittur Thathamangalam Minicipality,Palakkad,Kerala,10.692951545459948,76.7262620829282,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - DTPC Idukki Park,Idukki,Kerala,9.849056508967635,76.97740370583625,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - DTPC Idukki Park,Idukki,Kerala,9.849056508967635,76.97740370583625,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - DTPC Idukki Park,Idukki,Kerala,9.849056508967635,76.97740370583625,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.97698850139885,76.2778105180987,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.97698850139885,76.2778105180987,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.97698850139885,76.2778105180987,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,15.0
ANERT EESL - Ernakulam,Ernakulam,Kerala,9.97698850139885,76.2778105180987,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL - Autokast ,Cherthala,Kerala,9.632149084944942,76.33300323585775,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL - Autokast ,Cherthala,Kerala,9.632149084944942,76.33300323585775,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL - Autokast ,Cherthala,Kerala,9.632149084944942,76.33300323585775,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
ANERT EESL Milma Diary Plant - EESL,Pathanamthitta ,Kerala,9.218788691780205,76.74875398321973,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT EESL Milma Diary Plant - EESL,Pathanamthitta ,Kerala,9.218788691780205,76.74875398321973,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT EESL Milma Diary Plant - EESL,Pathanamthitta ,Kerala,9.218788691780205,76.74875398321973,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,20.0
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702107387,76.91264314471567,EESL (IN),Public - Membership Required,CCS (Type 2),60.0
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702107387,76.91264314471567,EESL (IN),Public - Membership Required,CHAdeMO,60.0
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702107387,76.91264314471567,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,15.0
ANERT - EESL Sangamukham - EESL,Thiruvananthapuram ,Kerala,8.481014702107387,76.91264314471567,EESL (IN),Public - Membership Required,Type 2 (Tethered Connector) ,22.0
Apco Hyundai - ChargeZone,Chengala,Kerala,12.508914881020132,75.0447842630179,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Apco Hyundai - ChargeZone,Chengala,Kerala,12.508914881020132,75.0447842630179,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Thiruvangoor EV Fast Charging Station - ChargeMOD,Kozhikode,Kerala,11.382827235535927,75.73593649657082,ChargeMod (IN),Public - Membership Required,CCS (Type 2),60.0
MB#Bridgeway Motors - ChargeZone,Kozhikode,Kerala,11.282498947490097,75.76959949804987,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
MB#Bridgeway Motors - ChargeZone,Kozhikode,Kerala,11.282498947490097,75.76959949804987,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
KVR Hyundai - ChargeZone,Kozhikode,Kerala,11.27997830911059,75.77048059797019,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
KVR Hyundai - ChargeZone,Kozhikode,Kerala,11.27997830911059,75.77048059797019,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Grand Hyundai - ChargeZone,Palakkad,Kerala,10.790476610940487,76.65111938555197,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Grand Hyundai - ChargeZone,Palakkad,Kerala,10.790476610940487,76.65111938555197,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
MB#Bridgeway Motors - ChargeZone,Thrissur,Kerala,10.471047117861417,76.25745902731421,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
MB#Bridgeway Motors - ChargeZone,Thrissur,Kerala,10.471047117861417,76.25745902731421,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Kochi Marriot Hotel,Kochi,Kerala,10.029828147933713,76.30813431285094,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Kochi Marriot Hotel,Kochi,Kerala,10.029828147933713,76.30813431285094,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Le Meridien - ChargeZone,Ernakulam,Kerala,9.933863177376935,76.3168740616045,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Le Meridien - ChargeZone,Ernakulam,Kerala,9.933863177376935,76.3168740616045,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
MB#Coastal Star - ChargeZone,Ernakulam,Kerala,9.922990219918262,76.31768924611822,Chargezone (India),Public - Membership Required,CCS (Type 2),90.0
MB#Coastal Star - ChargeZone,Ernakulam,Kerala,9.922990219918262,76.31768924611822,Chargezone (India),Public - Membership Required,CCS (Type 2),90.0
GreenVeel - ChargeZone,Muvattupuzha,Kerala,9.973783778024469,76.6006940918598,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
GreenVeel - ChargeZone,Idukki,Kerala,9.892548280085137,76.71189442311942,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
GreenVeel - ChargeZone,Idukki,Kerala,9.892548280085137,76.71189442311942,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Athirampuzha - ChargeZone,Kottayam,Kerala,9.661688305606717,76.55113745755165,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Athirampuzha - ChargeZone,Kottayam,Kerala,9.661688305606717,76.55113745755165,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
SS Hyundai - ChargeZone,Pathanamthitta,Kerala,9.27774492539669,76.75468311365398,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
SS Hyundai - ChargeZone,Pathanamthitta,Kerala,9.27774492539669,76.75468311365398,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
GDM Auditorium - ChargeZone,Kayamkulam,Kerala,9.169962388825738,76.49808791886016,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
GDM Auditorium - ChargeZone,Kayamkulam,Kerala,9.169962388825738,76.49808791886016,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Hotel Indraprastha - ChargeZone,Karunagappalli,Kerala,9.052355042165445,76.5354608083407,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Hotel Indraprastha - ChargeZone,Karunagappalli,Kerala,9.052355042165445,76.5354608083407,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Best EVCS - ChargeMOD,Karunagappalli,Kerala,9.046053009129778,76.53663078070491,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Instacharge EV Fast Charging and Cafe - ChargeZone,Kollam,Kerala,8.915427160815128,76.61486886765476,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Instacharge EV Fast Charging and Cafe - ChargeZone,Kollam,Kerala,8.915427160815128,76.61486886765476,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Instacharge EV Fast Charging and Cafe - ChargeZone,Kollam,Kerala,8.915427160815128,76.61486886765476,Chargezone (India),Public - Membership Required,CEE 3 Pin,3.3
Chungath Sprise Hyundai - ChargeZone,Kollam,Kerala,8.911104862076982,76.62735315845515,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Chungath Sprise Hyundai - ChargeZone,Kollam,Kerala,8.911104862076982,76.62735315845515,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
KVE Charge - Charge-Zone,Varkkala,Kerala,8.737548356185883,76.70789801259406,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
KVE Charge - Charge-Zone,Varkkala,Kerala,8.737548356185883,76.70789801259406,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Marvel Paints - ChargeZone,Thiruvananthapuram ,Kerala,8.535706208418148,76.96526204012383,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Marvel Paints - ChargeZone,Thiruvananthapuram ,Kerala,8.535706208418148,76.96526204012383,Chargezone (India),Public - Membership Required,CCS (Type 2),30.0
Raj Residency - Zeon,Kanhangad,Kerala,12.304241742478752,75.09704178085582,Zeon Charging,Public - Membership Required,CCS (Type 2),50.0
Koodali SCB,Kannur,Kerala,11.927016595657648,75.50042206155453,Zeon Charging,Public - Membership Required,CCS (Type 2),30.0
Co-Operqative Bank - Zeon,Kathirur,Kerala,11.787885590422789,75.53302104514765,Zeon Charging,Public - Membership Required,CCS (Type 2),30.0
Co-Operqative Bank - Zeon,Kathirur,Kerala,11.787885590422789,75.53302104514765,Zeon Charging,Public - Membership Required,Type 2 (Tethered Connector) ,7.4
Co-Operqative Bank - Zeon,Kathirur,Kerala,11.787885590422789,75.53302104514765,Zeon Charging,Public - Membership Required,CEE 3 Pin,3.3
Down Town Mall - Zeon,Thalasseri,Kerala,11.745123385253223,75.49541917459942,Zeon Charging,Public - Membership Required,CCS (Type 2),60.0
Issacs Centre Square - Zeon,Sulthan Batheri,Kerala,11.661242260762606,76.25568142399845,(Unknown Operator),Public - Membership Required,CCS (Type 2),24.0
Great Trails Wayanad by GRT Hotels,Kalpetta,Kerala,11.630455838998557,76.0181458403498,Zeon Charging,"Private - For Staff, Visitors or Customers",Type 2 (Tethered Connector) ,22.0
