Year,Month,Month_No,State,City,2W,3W,4W,Bus,Goods,Total_EV
2024,September,9,Punjab,Amritsar,2129,399,299,26,119,2972
2024,September,9,Punjab,Jalandhar,2145,402,301,26,120,2994
2024,September,9,Punjab,Patiala,1804,338,253,22,101,2518
2024,September,9,Punjab,Bathinda,1744,327,245,21,98,2435
2024,September,9,Bihar,Patna,1835,344,258,22,103,2562
2024,September,9,Bihar,Gaya,1536,288,216,19,86,2145
2024,September,9,Bihar,Muzaffarpur,1747,327,245,21,98,2438
2024,September,9,Bihar,Bhagalpur,2034,381,286,25,114,2840
2024,September,9,Bihar,Purnia,1632,306,229,20,91,2278
2024,September,9,Odisha,Bhubaneswar,1850,346,260,23,104,2583
2024,September,9,Odisha,Cuttack,1654,310,232,20,93,2309
2024,September,9,Odisha,Rourkela,2218,416,312,27,124,3097
2024,September,9,Odisha,Sambalpur,2140,401,300,26,120,2987
2024,September,9,Odisha,Berhampur,1788,335,251,22,100,2496
2024,September,9,Assam,Guwahati,2245,421,315,28,126,3135
2024,September,9,Assam,Silchar,2161,405,303,27,121,3017
2024,September,9,Assam,Dibrugarh,1757,329,247,21,98,2452
2024,September,9,Assam,Jorhat,1708,320,240,21,96,2385
2024,September,9,Assam,Nagaon,1633,306,229,20,91,2279
2024,October,10,Maharashtra,Mumbai,4432,831,623,55,249,6190
2024,October,10,Maharashtra,Pune,4486,841,630,56,252,6265
2024,October,10,Maharashtra,Nagpur,3664,687,515,45,206,5117
2024,October,10,Maharashtra,Nashik,4416,828,621,55,248,6168
2024,October,10,Maharashtra,Aurangabad,4183,784,588,52,235,5842
2024,October,10,Karnataka,Bengaluru,4279,802,601,53,240,5975
2024,October,10,Karnataka,Mysuru,4378,820,615,54,246,6113
2024,October,10,Karnataka,Hubballi,4051,759,569,50,227,5656
2024,October,10,Karnataka,Mangaluru,3293,617,463,41,185,4599
2024,October,10,Karnataka,Belagavi,4429,830,622,55,249,6185
2024,October,10,Tamil Nadu,Chennai,3499,656,492,43,196,4886
2024,October,10,Tamil Nadu,Coimbatore,4557,854,640,56,256,6363
2024,October,10,Tamil Nadu,Madurai,3913,733,550,48,220,5464
2024,October,10,Tamil Nadu,Salem,3840,720,540,48,216,5364
2024,October,10,Tamil Nadu,Tiruchirappalli,3717,697,522,46,209,5191
2024,October,10,Telangana,Hyderabad,2156,404,303,26,121,3010
2024,October,10,Telangana,Warangal,2211,414,311,27,124,3087
2024,October,10,Telangana,Karimnagar,1853,347,260,23,104,2587
2024,October,10,Telangana,Nizamabad,2165,405,304,27,121,3022
2024,October,10,Telangana,Khammam,2564,480,360,32,144,3580
2024,October,10,Gujarat,Ahmedabad,2164,405,304,27,121,3021
2024,October,10,Gujarat,Surat,2546,477,358,31,143,3555
2024,October,10,Gujarat,Vadodara,1987,372,279,24,111,2773
2024,October,10,Gujarat,Rajkot,2170,406,305,27,122,3030
2024,October,10,Gujarat,Bhavnagar,2690,504,378,33,151,3756
2024,October,10,Uttar Pradesh,Lucknow,4175,782,587,52,234,5830
2024,October,10,Uttar Pradesh,Kanpur,4321,810,607,54,243,6035
2024,October,10,Uttar Pradesh,Agra,3624,679,509,45,203,5060
2024,October,10,Uttar Pradesh,Varanasi,3211,602,451,40,180,4484
2024,October,10,Uttar Pradesh,Prayagraj,3464,649,487,43,194,4837
2024,October,10,Kerala,Thiruvananthapuram,2042,382,287,25,114,2850
2024,October,10,Kerala,Kochi,2469,462,347,30,138,3446
2024,October,10,Kerala,Kozhikode,2032,381,285,25,114,2837
2024,October,10,Kerala,Thrissur,2319,434,326,28,130,3237
2024,October,10,Kerala,Kollam,2280,427,320,28,128,3183
2024,October,10,Rajasthan,Jaipur,2071,388,291,25,116,2891
2024,October,10,Rajasthan,Jodhpur,2543,476,357,31,143,3550
2024,October,10,Rajasthan,Udaipur,2071,388,291,25,116,2891
2024,October,10,Rajasthan,Kota,2149,403,302,26,120,3000
2024,October,10,Rajasthan,Ajmer,2125,398,298,26,119,2966
2024,October,10,West Bengal,Kolkata,2356,441,331,29,132,3289
2024,October,10,West Bengal,Howrah,2551,478,358,31,143,3561
2024,October,10,West Bengal,Siliguri,2418,453,340,30,136,3377
2024,October,10,West Bengal,Durgapur,1985,372,279,24,111,2771
2024,October,10,West Bengal,Asansol,1983,371,278,24,111,2767
2024,October,10,Andhra Pradesh,Visakhapatnam,2578,483,362,32,145,3600
2024,October,10,Andhra Pradesh,Vijayawada,2309,433,324,28,129,3223
2024,October,10,Andhra Pradesh,Guntur,2515,471,353,31,141,3511
2024,October,10,Andhra Pradesh,Tirupati,1923,360,270,24,108,2685
2024,October,10,Andhra Pradesh,Kurnool,2129,399,299,26,119,2972
2024,October,10,Madhya Pradesh,Bhopal,2655,497,373,33,149,3707
2024,October,10,Madhya Pradesh,Indore,1893,354,266,23,106,2642
2024,October,10,Madhya Pradesh,Jabalpur,2220,416,312,27,124,3099
2024,October,10,Madhya Pradesh,Gwalior,2545,477,357,31,143,3553
2024,October,10,Madhya Pradesh,Ujjain,2228,417,313,27,125,3110
2024,October,10,Punjab,Ludhiana,1960,367,275,24,110,2736
2024,October,10,Punjab,Amritsar,2637,494,370,32,148,3681
2024,October,10,Punjab,Jalandhar,1989,373,279,24,111,2776
2024,October,10,Punjab,Patiala,2257,423,317,28,126,3151
2024,October,10,Punjab,Bathinda,1871,350,263,23,105,2612
2024,October,10,Bihar,Patna,1876,351,263,23,105,2618
2024,October,10,Bihar,Gaya,1881,352,264,23,105,2625
2024,October,10,Bihar,Muzaffarpur,1999,374,281,24,112,2790
2024,October,10,Bihar,Bhagalpur,2252,422,316,28,126,3144
2024,October,10,Bihar,Purnia,2071,388,291,25,116,2891
2024,October,10,Odisha,Bhubaneswar,2173,407,305,27,122,3034
2024,October,10,Odisha,Cuttack,2309,432,324,28,129,3222
2024,October,10,Odisha,Rourkela,2380,446,334,29,133,3322
2024,October,10,Odisha,Sambalpur,2709,508,381,33,152,3783
2024,October,10,Odisha,Berhampur,2420,453,340,30,136,3379
2024,October,10,Assam,Guwahati,2452,459,344,30,137,3422
2024,October,10,Assam,Silchar,1965,368,276,24,110,2743
2024,October,10,Assam,Dibrugarh,2134,400,300,26,120,2980
2024,October,10,Assam,Jorhat,2297,430,323,28,129,3207
2024,October,10,Assam,Nagaon,1944,364,273,24,109,2714
2024,November,11,Maharashtra,Mumbai,4375,820,615,54,246,6110
2024,November,11,Maharashtra,Pune,3953,741,555,49,222,5520
2024,November,11,Maharashtra,Nagpur,4689,879,659,58,263,6548
2024,November,11,Maharashtra,Nashik,3850,721,541,48,216,5376
2024,November,11,Maharashtra,Aurangabad,3454,647,485,43,194,4823
2024,November,11,Karnataka,Bengaluru,3663,686,515,45,206,5115
2024,November,11,Karnataka,Mysuru,4483,840,630,56,252,6261
2024,November,11,Karnataka,Hubballi,4715,884,663,58,265,6585
2024,November,11,Karnataka,Mangaluru,4295,805,604,53,241,5998
2024,November,11,Karnataka,Belagavi,3507,657,493,43,197,4897
2024,November,11,Tamil Nadu,Chennai,3337,625,469,41,187,4659
2024,November,11,Tamil Nadu,Coimbatore,4411,827,620,55,248,6161
2024,November,11,Tamil Nadu,Madurai,3878,727,545,48,218,5416
2024,November,11,Tamil Nadu,Salem,3625,679,509,45,203,5061
2024,November,11,Tamil Nadu,Tiruchirappalli,3530,661,496,44,198,4929
2024,November,11,Telangana,Hyderabad,1836,344,258,22,103,2563
2024,November,11,Telangana,Warangal,2598,487,365,32,146,3628
2024,November,11,Telangana,Karimnagar,2361,442,332,29,132,3296
2024,November,11,Telangana,Nizamabad,2566,481,360,32,144,3583
2024,November,11,Telangana,Khammam,2053,385,288,25,115,2866
2024,November,11,Gujarat,Ahmedabad,2499,468,351,31,140,3489
2024,November,11,Gujarat,Surat,2323,435,326,29,130,3243
2024,November,11,Gujarat,Vadodara,2601,487,365,32,146,3631
2024,November,11,Gujarat,Rajkot,2665,499,374,33,149,3720
2024,November,11,Gujarat,Bhavnagar,2682,502,377,33,150,3744
2024,November,11,Uttar Pradesh,Lucknow,3516,659,494,43,197,4909
2024,November,11,Uttar Pradesh,Kanpur,3640,682,511,45,204,5082
2024,November,11,Uttar Pradesh,Agra,3611,677,507,45,203,5043
2024,November,11,Uttar Pradesh,Varanasi,4302,806,605,53,242,6008
2024,November,11,Uttar Pradesh,Prayagraj,3272,613,460,40,184,4569
2024,November,11,Kerala,Thiruvananthapuram,1986,372,279,24,111,2772
2024,November,11,Kerala,Kochi,1979,371,278,24,111,2763
2024,November,11,Kerala,Kozhikode,2585,484,363,32,145,3609
2024,November,11,Kerala,Thrissur,1859,348,261,23,104,2595
2024,November,11,Kerala,Kollam,1967,368,276,24,110,2745
2024,November,11,Rajasthan,Jaipur,1894,355,266,23,106,2644
2024,November,11,Rajasthan,Jodhpur,1928,361,271,24,108,2692
2024,November,11,Rajasthan,Udaipur,2007,376,282,25,112,2802
2024,November,11,Rajasthan,Kota,2271,425,319,28,127,3170
2024,November,11,Rajasthan,Ajmer,2533,475,356,31,142,3537
2024,November,11,West Bengal,Kolkata,2387,447,335,29,134,3332
2024,November,11,West Bengal,Howrah,2609,489,367,32,146,3643
2024,November,11,West Bengal,Siliguri,2233,418,314,27,125,3117
2024,November,11,West Bengal,Durgapur,1926,361,270,24,108,2689
2024,November,11,West Bengal,Asansol,2457,460,345,30,138,3430
2024,November,11,Andhra Pradesh,Visakhapatnam,1992,373,280,24,112,2781
2024,November,11,Andhra Pradesh,Vijayawada,2568,481,361,32,144,3586
2024,November,11,Andhra Pradesh,Guntur,1855,347,260,23,104,2589
2024,November,11,Andhra Pradesh,Tirupati,2513,471,353,31,141,3509
2024,November,11,Andhra Pradesh,Kurnool,2468,462,347,30,138,3445
2024,November,11,Madhya Pradesh,Bhopal,2161,405,303,27,121,3017
2024,November,11,Madhya Pradesh,Indore,1985,372,279,24,111,2771
2024,November,11,Madhya Pradesh,Jabalpur,1989,373,279,24,111,2776
2024,November,11,Madhya Pradesh,Gwalior,2085,390,293,26,117,2911
2024,November,11,Madhya Pradesh,Ujjain,1989,373,279,24,111,2776
2024,November,11,Punjab,Ludhiana,2690,504,378,33,151,3756
2024,November,11,Punjab,Amritsar,2253,422,316,28,126,3145
2024,November,11,Punjab,Jalandhar,2708,507,380,33,152,3780
2024,November,11,Punjab,Patiala,2481,465,348,31,139,3464
2024,November,11,Punjab,Bathinda,2064,387,290,25,116,2882
2024,November,11,Bihar,Patna,2434,456,342,30,136,3398
2024,November,11,Bihar,Gaya,2613,489,367,32,146,3647
2024,November,11,Bihar,Muzaffarpur,2258,423,317,28,127,3153
2024,November,11,Bihar,Bhagalpur,2132,399,299,26,119,2975
2024,November,11,Bihar,Purnia,2527,473,355,31,142,3528
2024,November,11,Odisha,Bhubaneswar,1925,360,270,24,108,2687
2024,November,11,Odisha,Cuttack,1844,345,259,23,103,2574
2024,November,11,Odisha,Rourkela,2251,422,316,28,126,3143
2024,November,11,Odisha,Sambalpur,2428,455,341,30,136,3390
2024,November,11,Odisha,Berhampur,2060,386,289,25,115,2875
2024,November,11,Assam,Guwahati,1926,361,270,24,108,2689
2024,November,11,Assam,Silchar,1809,339,254,22,101,2525
2024,November,11,Assam,Dibrugarh,2338,438,328,29,131,3264
2024,November,11,Assam,Jorhat,2473,463,347,30,139,3452
2024,November,11,Assam,Nagaon,2370,444,333,29,133,3309
2024,December,12,Maharashtra,Mumbai,3645,683,512,45,205,5090
2024,December,12,Maharashtra,Pune,3756,704,528,46,211,5245
2024,December,12,Maharashtra,Nagpur,3204,600,450,40,180,4474
2024,December,12,Maharashtra,Nashik,4334,812,609,54,243,6052
2024,December,12,Maharashtra,Aurangabad,4401,825,619,55,247,6147
2024,December,12,Karnataka,Bengaluru,4346,814,611,54,244,6069
2024,December,12,Karnataka,Mysuru,3366,631,473,42,189,4701
2024,December,12,Karnataka,Hubballi,3665,687,515,45,206,5118
2024,December,12,Karnataka,Mangaluru,4553,853,640,56,256,6358
2024,December,12,Karnataka,Belagavi,3511,658,493,43,197,4902
2024,December,12,Tamil Nadu,Chennai,3301,618,464,41,185,4609
2024,December,12,Tamil Nadu,Coimbatore,3884,728,546,48,218,5424
2024,December,12,Tamil Nadu,Madurai,3465,649,487,43,194,4838
2024,December,12,Tamil Nadu,Salem,4486,841,630,56,252,6265
2024,December,12,Tamil Nadu,Tiruchirappalli,4024,754,565,50,226,5619
2024,December,12,Telangana,Hyderabad,2166,406,304,27,121,3024
2024,December,12,Telangana,Warangal,2493,467,350,31,140,3481
2024,December,12,Telangana,Karimnagar,2095,392,294,26,117,2924
2024,December,12,Telangana,Nizamabad,2137,400,300,26,120,2983
2024,December,12,Telangana,Khammam,1948,365,274,24,109,2720
2024,December,12,Gujarat,Ahmedabad,2398,449,337,29,134,3347
2024,December,12,Gujarat,Surat,2245,420,315,28,126,3134
2024,December,12,Gujarat,Vadodara,1835,344,258,22,103,2562
2024,December,12,Gujarat,Rajkot,2671,500,375,33,150,3729
2024,December,12,Gujarat,Bhavnagar,2234,418,314,27,125,3118
2024,December,12,Uttar Pradesh,Lucknow,3427,642,481,42,192,4784
2024,December,12,Uttar Pradesh,Kanpur,4488,841,631,56,252,6268
2024,December,12,Uttar Pradesh,Agra,4361,817,613,54,245,6090
2024,December,12,Uttar Pradesh,Varanasi,4440,832,624,55,249,6200
2024,December,12,Uttar Pradesh,Prayagraj,4579,858,644,57,257,6395
2024,December,12,Kerala,Thiruvananthapuram,2321,435,326,29,130,3241
2024,December,12,Kerala,Kochi,2301,431,323,28,129,3212
2024,December,12,Kerala,Kozhikode,2451,459,344,30,137,3421
2024,December,12,Kerala,Thrissur,2247,421,316,28,126,3138
2024,December,12,Kerala,Kollam,1925,361,270,24,108,2688
2024,December,12,Rajasthan,Jaipur,2024,379,284,25,113,2825
2024,December,12,Rajasthan,Jodhpur,2021,379,284,25,113,2822
2024,December,12,Rajasthan,Udaipur,1818,340,255,22,102,2537
2024,December,12,Rajasthan,Kota,1914,358,269,23,107,2671
2024,December,12,Rajasthan,Ajmer,2081,390,292,26,117,2906
2024,December,12,West Bengal,Kolkata,2672,501,375,33,150,3731
2024,December,12,West Bengal,Howrah,2708,507,380,33,152,3780
2024,December,12,West Bengal,Siliguri,2390,448,336,29,134,3337
2024,December,12,West Bengal,Durgapur,1986,372,279,24,111,2772
2024,December,12,West Bengal,Asansol,2410,451,338,30,135,3364
2024,December,12,Andhra Pradesh,Visakhapatnam,2514,471,353,31,141,3510
2024,December,12,Andhra Pradesh,Vijayawada,2659,498,374,33,149,3713
2024,December,12,Andhra Pradesh,Guntur,2359,442,331,29,132,3293
2024,December,12,Andhra Pradesh,Tirupati,2121,397,298,26,119,2961
2024,December,12,Andhra Pradesh,Kurnool,2432,456,342,30,136,3396
2024,December,12,Madhya Pradesh,Bhopal,1937,363,272,24,109,2705
2024,December,12,Madhya Pradesh,Indore,2332,437,327,29,131,3256
2024,December,12,Madhya Pradesh,Jabalpur,1915,359,269,23,107,2673
2024,December,12,Madhya Pradesh,Gwalior,1908,357,268,23,107,2663
2024,December,12,Madhya Pradesh,Ujjain,2635,494,370,32,148,3679
2024,December,12,Punjab,Ludhiana,1854,347,260,23,104,2588
2024,December,12,Punjab,Amritsar,1962,367,275,24,110,2738
2024,December,12,Punjab,Jalandhar,2072,388,291,25,116,2892
2024,December,12,Punjab,Patiala,2362,443,332,29,132,3298
2024,December,12,Punjab,Bathinda,2324,435,326,29,130,3244
2024,December,12,Bihar,Patna,2259,423,317,28,127,3154
2024,December,12,Bihar,Gaya,2558,479,359,31,143,3570
2024,December,12,Bihar,Muzaffarpur,2012,377,282,25,113,2809
2024,December,12,Bihar,Bhagalpur,2379,446,334,29,133,3321
2024,December,12,Bihar,Purnia,2479,464,348,30,139,3460
2024,December,12,Odisha,Bhubaneswar,2644,495,371,33,148,3691
2024,December,12,Odisha,Cuttack,2179,408,306,27,122,3042
2024,December,12,Odisha,Rourkela,1894,355,266,23,106,2644
2024,December,12,Odisha,Sambalpur,2543,476,357,31,143,3550
2024,December,12,Odisha,Berhampur,2090,391,293,26,117,2917
2024,December,12,Assam,Guwahati,2692,504,378,33,151,3758
2024,December,12,Assam,Silchar,2598,487,365,32,146,3628
2024,December,12,Assam,Dibrugarh,2078,389,292,25,116,2900
2024,December,12,Assam,Jorhat,2503,469,352,31,140,3495
2024,December,12,Assam,Nagaon,2686,503,377,33,151,3750
2025,January,1,Maharashtra,Mumbai,3798,712,534,47,213,5304
2025,January,1,Maharashtra,Pune,3615,677,508,45,203,5048
2025,January,1,Maharashtra,Nagpur,3973,744,558,49,223,5547
2025,January,1,Maharashtra,Nashik,4492,842,631,56,252,6273
2025,January,1,Maharashtra,Aurangabad,3108,582,437,38,174,4339
2025,January,1,Karnataka,Bengaluru,3098,581,435,38,174,4326
2025,January,1,Karnataka,Mysuru,3285,615,461,41,184,4586
2025,January,1,Karnataka,Hubballi,3381,633,475,42,190,4721
2025,January,1,Karnataka,Mangaluru,3836,719,539,47,215,5356
2025,January,1,Karnataka,Belagavi,4399,824,618,54,247,6142
2025,January,1,Tamil Nadu,Chennai,4084,765,574,51,229,5703
2025,January,1,Tamil Nadu,Coimbatore,3915,734,550,48,220,5467
2025,January,1,Tamil Nadu,Madurai,4035,756,567,50,226,5634
2025,January,1,Tamil Nadu,Salem,4106,769,577,51,230,5733
2025,January,1,Tamil Nadu,Tiruchirappalli,3157,591,443,39,177,4407
2025,January,1,Telangana,Hyderabad,1800,337,253,22,101,2513
2025,January,1,Telangana,Warangal,1972,369,277,24,110,2752
2025,January,1,Telangana,Karimnagar,2110,395,296,26,118,2945
2025,January,1,Telangana,Nizamabad,2123,398,298,26,119,2964
2025,January,1,Telangana,Khammam,2250,421,316,28,126,3141
2025,January,1,Gujarat,Ahmedabad,2309,433,324,28,129,3223
2025,January,1,Gujarat,Surat,2261,424,318,28,127,3158
2025,January,1,Gujarat,Vadodara,1749,327,245,21,98,2440
2025,January,1,Gujarat,Rajkot,2108,395,296,26,118,2943
2025,January,1,Gujarat,Bhavnagar,2574,482,361,32,144,3593
2025,January,1,Uttar Pradesh,Lucknow,3458,648,486,43,194,4829
2025,January,1,Uttar Pradesh,Kanpur,4129,774,580,51,232,5766
2025,January,1,Uttar Pradesh,Agra,3928,736,552,49,220,5485
2025,January,1,Uttar Pradesh,Varanasi,4175,782,587,52,234,5830
2025,January,1,Uttar Pradesh,Prayagraj,3496,655,491,43,196,4881
2025,January,1,Kerala,Thiruvananthapuram,2089,391,293,26,117,2916
2025,January,1,Kerala,Kochi,2450,459,344,30,137,3420
2025,January,1,Kerala,Kozhikode,2417,453,340,30,136,3376
2025,January,1,Kerala,Thrissur,2132,399,299,26,119,2975
2025,January,1,Kerala,Kollam,1916,359,269,23,107,2674
2025,January,1,Rajasthan,Jaipur,2477,464,348,30,139,3458
2025,January,1,Rajasthan,Jodhpur,1825,342,256,22,102,2547
2025,January,1,Rajasthan,Udaipur,1871,350,263,23,105,2612
2025,January,1,Rajasthan,Kota,2161,405,303,27,121,3017
2025,January,1,Rajasthan,Ajmer,2549,478,358,31,143,3559
2025,January,1,West Bengal,Kolkata,1981,371,278,24,111,2765
2025,January,1,West Bengal,Howrah,2526,473,355,31,142,3527
2025,January,1,West Bengal,Siliguri,2350,440,330,29,132,3281
2025,January,1,West Bengal,Durgapur,2490,466,350,31,140,3477
2025,January,1,West Bengal,Asansol,2476,464,348,30,139,3457
2025,January,1,Andhra Pradesh,Visakhapatnam,2342,439,329,29,131,3270
2025,January,1,Andhra Pradesh,Vijayawada,2359,442,331,29,132,3293
2025,January,1,Andhra Pradesh,Guntur,2414,452,339,30,135,3370
2025,January,1,Andhra Pradesh,Tirupati,1803,338,253,22,101,2517
2025,January,1,Andhra Pradesh,Kurnool,1777,333,249,22,99,2480
2025,January,1,Madhya Pradesh,Bhopal,1733,325,243,21,97,2419
2025,January,1,Madhya Pradesh,Indore,1835,344,258,22,103,2562
2025,January,1,Madhya Pradesh,Jabalpur,2523,473,354,31,141,3522
2025,January,1,Madhya Pradesh,Gwalior,1896,355,266,23,106,2646
2025,January,1,Madhya Pradesh,Ujjain,1952,366,274,24,109,2725
2025,January,1,Punjab,Ludhiana,2354,441,331,29,132,3287
2025,January,1,Punjab,Amritsar,2525,473,355,31,142,3526
2025,January,1,Punjab,Jalandhar,2477,464,348,30,139,3458
2025,January,1,Punjab,Patiala,2565,480,360,32,144,3581
2025,January,1,Punjab,Bathinda,2488,466,349,31,139,3473
2025,January,1,Bihar,Patna,2225,417,312,27,125,3106
2025,January,1,Bihar,Gaya,1947,365,273,24,109,2718
2025,January,1,Bihar,Muzaffarpur,2180,408,306,27,122,3043
2025,January,1,Bihar,Bhagalpur,2020,378,284,25,113,2820
2025,January,1,Bihar,Purnia,2358,442,331,29,132,3292
2025,January,1,Odisha,Bhubaneswar,2569,481,361,32,144,3587
2025,January,1,Odisha,Cuttack,2362,442,332,29,132,3297
2025,January,1,Odisha,Rourkela,1758,329,247,21,98,2453
2025,January,1,Odisha,Sambalpur,2213,414,311,27,124,3089
2025,January,1,Odisha,Berhampur,1782,334,250,22,100,2488
2025,January,1,Assam,Guwahati,2115,396,297,26,119,2953
2025,January,1,Assam,Silchar,2286,428,321,28,128,3191
2025,January,1,Assam,Dibrugarh,2376,445,334,29,133,3317
2025,January,1,Assam,Jorhat,1869,350,262,23,105,2609
2025,January,1,Assam,Nagaon,1829,343,257,22,102,2553
2025,February,2,Maharashtra,Mumbai,3788,710,532,47,213,5290
2025,February,2,Maharashtra,Pune,4014,752,564,50,225,5605
2025,February,2,Maharashtra,Nagpur,4087,766,574,51,229,5707
2025,February,2,Maharashtra,Nashik,3968,744,558,49,223,5542
2025,February,2,Maharashtra,Aurangabad,4541,851,638,56,255,6341
2025,February,2,Karnataka,Bengaluru,4324,810,608,54,243,6039
2025,February,2,Karnataka,Mysuru,4029,755,566,50,226,5626
2025,February,2,Karnataka,Hubballi,3293,617,463,41,185,4599
2025,February,2,Karnataka,Mangaluru,3170,594,445,39,178,4426
2025,February,2,Karnataka,Belagavi,3296,618,463,41,185,4603
2025,February,2,Tamil Nadu,Chennai,3516,659,494,43,197,4909
2025,February,2,Tamil Nadu,Coimbatore,4485,841,630,56,252,6264
2025,February,2,Tamil Nadu,Madurai,4027,755,566,50,226,5624
2025,February,2,Tamil Nadu,Salem,3071,575,431,38,172,4287
2025,February,2,Tamil Nadu,Tiruchirappalli,3262,611,458,40,183,4554
2025,February,2,Telangana,Hyderabad,2594,486,364,32,145,3621
2025,February,2,Telangana,Warangal,1849,346,260,23,104,2582
2025,February,2,Telangana,Karimnagar,2232,418,313,27,125,3115
2025,February,2,Telangana,Nizamabad,2523,473,354,31,141,3522
2025,February,2,Telangana,Khammam,2288,429,321,28,128,3194
2025,February,2,Gujarat,Ahmedabad,2450,459,344,30,137,3420
2025,February,2,Gujarat,Surat,2535,475,356,31,142,3539
2025,February,2,Gujarat,Vadodara,2397,449,337,29,134,3346
2025,February,2,Gujarat,Rajkot,1987,372,279,24,111,2773
2025,February,2,Gujarat,Bhavnagar,2583,484,363,32,145,3607
2025,February,2,Uttar Pradesh,Lucknow,4013,752,564,50,225,5604
2025,February,2,Uttar Pradesh,Kanpur,4306,807,605,53,242,6013
2025,February,2,Uttar Pradesh,Agra,3446,646,484,43,193,4812
2025,February,2,Uttar Pradesh,Varanasi,4154,779,584,51,233,5801
2025,February,2,Uttar Pradesh,Prayagraj,3291,617,462,41,185,4596
2025,February,2,Kerala,Thiruvananthapuram,2404,450,338,30,135,3357
2025,February,2,Kerala,Kochi,1880,352,264,23,105,2624
2025,February,2,Kerala,Kozhikode,1892,354,266,23,106,2641
2025,February,2,Kerala,Thrissur,1990,373,279,24,111,2777
2025,February,2,Kerala,Kollam,2426,454,341,30,136,3387
2025,February,2,Rajasthan,Jaipur,1943,364,273,24,109,2713
2025,February,2,Rajasthan,Jodhpur,2527,473,355,31,142,3528
2025,February,2,Rajasthan,Udaipur,2076,389,292,25,116,2898
2025,February,2,Rajasthan,Kota,1942,364,273,24,109,2712
2025,February,2,Rajasthan,Ajmer,1929,361,271,24,108,2693
2025,February,2,West Bengal,Kolkata,2052,384,288,25,115,2864
2025,February,2,West Bengal,Howrah,2422,454,340,30,136,3382
2025,February,2,West Bengal,Siliguri,2080,390,292,26,117,2905
2025,February,2,West Bengal,Durgapur,2194,411,308,27,123,3063
2025,February,2,West Bengal,Asansol,2116,396,297,26,119,2954
2025,February,2,Andhra Pradesh,Visakhapatnam,1950,365,274,24,109,2722
2025,February,2,Andhra Pradesh,Vijayawada,2312,433,325,28,130,3228
2025,February,2,Andhra Pradesh,Guntur,1999,374,281,24,112,2790
2025,February,2,Andhra Pradesh,Tirupati,1912,358,268,23,107,2668
2025,February,2,Andhra Pradesh,Kurnool,1772,332,249,22,99,2474
2025,February,2,Madhya Pradesh,Bhopal,2295,430,322,28,129,3204
2025,February,2,Madhya Pradesh,Indore,1822,341,256,22,102,2543
2025,February,2,Madhya Pradesh,Jabalpur,1941,364,273,24,109,2711
2025,February,2,Madhya Pradesh,Gwalior,2521,472,354,31,141,3519
2025,February,2,Madhya Pradesh,Ujjain,2449,459,344,30,137,3419
2025,February,2,Punjab,Ludhiana,2066,387,290,25,116,2884
2025,February,2,Punjab,Amritsar,2232,418,314,27,125,3116
2025,February,2,Punjab,Jalandhar,2502,469,351,31,140,3493
2025,February,2,Punjab,Patiala,2239,419,314,27,125,3124
2025,February,2,Punjab,Bathinda,2226,417,313,27,125,3108
2025,February,2,Bihar,Patna,1813,339,254,22,101,2529
2025,February,2,Bihar,Gaya,1778,333,250,22,100,2483
2025,February,2,Bihar,Muzaffarpur,2014,377,283,25,113,2812
2025,February,2,Bihar,Bhagalpur,1985,372,279,24,111,2771
2025,February,2,Bihar,Purnia,2070,388,291,25,116,2890
2025,February,2,Odisha,Bhubaneswar,1880,352,264,23,105,2624
2025,February,2,Odisha,Cuttack,2211,414,311,27,124,3087
2025,February,2,Odisha,Rourkela,2552,478,358,31,143,3562
2025,February,2,Odisha,Sambalpur,2132,399,299,26,119,2975
2025,February,2,Odisha,Berhampur,1821,341,256,22,102,2542
2025,February,2,Assam,Guwahati,2192,411,308,27,123,3061
2025,February,2,Assam,Silchar,2302,431,323,28,129,3213
2025,February,2,Assam,Dibrugarh,2196,411,308,27,123,3065
2025,February,2,Assam,Jorhat,2299,431,323,28,129,3210
2025,February,2,Assam,Nagaon,2475,464,348,30,139,3456
2025,March,3,Maharashtra,Mumbai,3534,662,496,44,198,4934
2025,March,3,Maharashtra,Pune,3715,696,522,46,209,5188
2025,March,3,Maharashtra,Nagpur,3636,681,511,45,204,5077
2025,March,3,Maharashtra,Nashik,3278,614,461,40,184,4577
2025,March,3,Maharashtra,Aurangabad,3205,601,450,40,180,4476
2025,March,3,Karnataka,Bengaluru,3379,633,475,42,190,4719
2025,March,3,Karnataka,Mysuru,4423,829,622,55,248,6177
2025,March,3,Karnataka,Hubballi,3345,627,470,41,188,4671
2025,March,3,Karnataka,Mangaluru,3183,596,447,39,179,4444
2025,March,3,Karnataka,Belagavi,3822,716,537,47,215,5337
2025,March,3,Tamil Nadu,Chennai,3610,676,507,45,203,5041
2025,March,3,Tamil Nadu,Coimbatore,3118,584,438,38,175,4353
2025,March,3,Tamil Nadu,Madurai,3908,732,549,48,219,5456
2025,March,3,Tamil Nadu,Salem,3143,589,442,39,176,4389
2025,March,3,Tamil Nadu,Tiruchirappalli,3851,722,541,48,216,5378
2025,March,3,Telangana,Hyderabad,1859,348,261,23,104,2595
2025,March,3,Telangana,Warangal,1898,355,266,23,106,2648
2025,March,3,Telangana,Karimnagar,2132,399,299,26,119,2975
2025,March,3,Telangana,Nizamabad,2122,398,298,26,119,2963
